CLUES,Clave_Institucion,Institucion,Clave_Entidad,Entidad,CLAVE DEL MUNICIPIO,MUNICIPIO,CLAVE DE LA LOCALIDAD,LOCALIDAD,NOMBRE DE LA UNIDAD,LATITUD,LONGITUD,Observaciones
ASIST000016,IST,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES PARA LOS TRABAJADORES DEL ESTADO,01,AGUASCALIENTES,001,AGUASCALIENTES,0001,AGUASCALIENTES,HG AGUASCALIENTES,21.901974,-102.307437,
ASSSA000025,SSA,SECRETARIA DE SALUD,01,AGUASCALIENTES,001,AGUASCALIENTES,0001,AGUASCALIENTES,CENTENARIO HOSPITAL MIGUEL HIDALGO,21.875724,-102.296401,
ASSSA000030,SSA,SECRETARIA DE SALUD,01,AGUASCALIENTES,001,AGUASCALIENTES,0001,AGUASCALIENTES,HOSPITAL GENERAL TERCER MILENIO,21.85606,-102.25563,
ASSSA000042,SSA,SECRETARIA DE SALUD,01,AGUASCALIENTES,001,AGUASCALIENTES,0001,AGUASCALIENTES,HOSPITAL DE LA MUJER,21.8568,-102.25279,
ASSSA000404,SSA,SECRETARIA DE SALUD,01,AGUASCALIENTES,003,CALVILLO,0001,CALVILLO,HOSPITAL GENERAL CALVILLO,21.8485,-102.7034,
ASSSA000614,SSA,SECRETARIA DE SALUD,01,AGUASCALIENTES,006,PABELLON DE ARTEAGA,0001,PABELLON DE ARTEAGA,HOSPITAL GENERAL PABELLÓN DE ARTEAGA,22.14987,-102.27952,
ASSSA000655,SSA,SECRETARIA DE SALUD,01,AGUASCALIENTES,007,RINCON DE ROMOS,0001,RINCON DE ROMOS,HOSPITAL GENERAL RINCÓN DE ROMOS,22.2248,-102.3213,
ASSSA001331,SSA,SECRETARIA DE SALUD,01,AGUASCALIENTES,001,AGUASCALIENTES,0001,AGUASCALIENTES,CENTENARIO HOSPITAL MIGUEL HIDALGO,21.8947,-102.2831,
BCSME000024,SME,SERVICIOS MEDICOS ESTATALES,02,BAJA CALIFORNIA,002,MEXICALI,0001,MEXICALI,HOSPITAL ISSSTECALI MEXICALI,32.633369,-115.471421,
BCSME000041,SME,SERVICIOS MEDICOS ESTATALES,02,BAJA CALIFORNIA,004,TIJUANA,0001,TIJUANA,HOSPITAL ISSSTECALI TIJUANA,32.530442,-117.092097,
BCSME000065,SME,SERVICIOS MEDICOS ESTATALES,02,BAJA CALIFORNIA,001,ENSENADA,0001,ENSENADA,HOSPITAL ISSSTECALI ENSENADA,31.851613,-116.614659,
BCSSA000015,SSA,SECRETARIA DE SALUD,02,BAJA CALIFORNIA,001,ENSENADA,0001,ENSENADA,HOSPITAL GENERAL DE ENSENADA,31.825117,-116.600282,
BCSSA000440,SSA,SECRETARIA DE SALUD,02,BAJA CALIFORNIA,002,MEXICALI,0001,MEXICALI,HOSPITAL GENERAL DE MEXICALI,32.644334,-115.476271,
BCSSA000855,SSA,SECRETARIA DE SALUD,02,BAJA CALIFORNIA,003,TECATE,0001,TECATE,HOSPITAL GENERAL DE TECATE,32.5575292,-116.6319713,
BCSSA000913,SSA,SECRETARIA DE SALUD,02,BAJA CALIFORNIA,004,TIJUANA,0001,TIJUANA,HOSPITAL GENERAL TIJUANA,32.5257079,-117.0094107,
BCSSA017590,SSA,SECRETARIA DE SALUD,02,BAJA CALIFORNIA,005,PLAYAS DE ROSARITO,0001,PLAYAS DE ROSARITO,HOSPITAL GENERAL PLAYAS DE ROSARITO,32.3636,-117.0554,
BCSSA018046,SSA,SECRETARIA DE SALUD,02,BAJA CALIFORNIA,002,MEXICALI,0001,MEXICALI,HOSPITAL MATERNO INFANTIL,32.6239,-115.3756,
BSSSA000011,SSA,SECRETARIA DE SALUD,03,BAJA CALIFORNIA SUR,001,COMONDU,0001,CIUDAD CONSTITUCION,HOSPITAL GENERAL RENE THOMAS GUIJOSA HABIFF,25.0318044,-111.6745529,
BSSSA001213,SSA,SECRETARIA DE SALUD,03,BAJA CALIFORNIA SUR,003,LA PAZ,0001,LA PAZ,B. HOSPITAL GENERAL CON ESPECIALIDADES JUAN MARÍA DE SALVATIERRA,24.113297,-110.318457,
CCSSA000100,SSA,SECRETARIA DE SALUD,04,CAMPECHE,002,CAMPECHE,0001,SAN FRANCISCO DE CAMPECHE,HOSPITAL DR. MANUEL CAMPOS,19.844724,-90.532584,
CCSSA000363,SSA,SECRETARIA DE SALUD,04,CAMPECHE,003,CARMEN,0001,CIUDAD DEL CARMEN,H.G. MA. SOCORRO QUIROGA AGUILAR,18.646634,-91.820543,
CCSSA017566,SSA,SECRETARIA DE SALUD,04,CAMPECHE,002,CAMPECHE,0001,SAN FRANCISCO DE CAMPECHE,CEO: CENTRO ESTATAL DE ONCOLOGÍA DE CAMPECHE,19.817002,-90.525127,
CCSSA017670,SSA,SECRETARIA DE SALUD,04,CAMPECHE,002,CAMPECHE,0001,SAN FRANCISCO DE CAMPECHE,HOSPITAL GENERAL DE ESPECIALIDADES DR. JAVIER BUENFIL OSORIO,19.815162,-90.523917,
CCSSA017682,SSA,SECRETARIA DE SALUD,04,CAMPECHE,009,ESCARCEGA,0001,ESCARCEGA,HOSPITAL GENERAL DE ESCARCEGA DR. JANELL ROMERO AGUILAR,18.618552,-90.744511,
CHSSA000570,SSA,SECRETARIA DE SALUD,08,CHIHUAHUA,017,CUAUHTEMOC,0001,CUAUHTEMOC,HOSPITAL GENERAL DR. JAVIER RAMÍREZ TOPETE,28.41252,-106.85973,
CHSSA000640,SSA,SECRETARIA DE SALUD,08,CHIHUAHUA,019,CHIHUAHUA,0001,CHIHUAHUA,CENTRO ESTATAL DE CANCEROLOGIA,28.64931,-106.06925,
CHSSA000664,SSA,SECRETARIA DE SALUD,08,CHIHUAHUA,019,CHIHUAHUA,0001,CHIHUAHUA,HOSPITAL GENERAL DR. SALVADOR ZUBIRÁN ANCHONDO,28.64927,-106.0704,
CHSSA000676,SSA,SECRETARIA DE SALUD,08,CHIHUAHUA,019,CHIHUAHUA,0001,CHIHUAHUA,HOSPITAL CENTRAL DEL ESTADO,28.64416,-106.06492,
CHSSA001796,SSA,SECRETARIA DE SALUD,08,CHIHUAHUA,037,JUAREZ,0001,JUAREZ,HOSPITAL DE LA MUJER,31.736994,-106.45256,
CHSSA001801,SSA,SECRETARIA DE SALUD,08,CHIHUAHUA,037,JUAREZ,0001,JUAREZ,HOSPITAL GENERAL DE JUÁREZ,31.73783,-106.45639,
CHSSA018012,SSA,SECRETARIA DE SALUD,08,CHIHUAHUA,037,JUAREZ,0001,JUAREZ,HOSPITAL INFANTIL DE ESPECIALIDADES DE CIUDAD JUÁREZ,31.73418,-106.4059,
CHSSA018514,SSA,SECRETARIA DE SALUD,08,CHIHUAHUA,019,CHIHUAHUA,0001,CHIHUAHUA,HOSPITAL INFANTIL DE ESPECIALIDADES DE CHIHUAHUA,28.62837,-106.03123,
CLHUN000020,HUN,SERVICIOS MEDICOS UNIVERSITARIOS,05,COAHUILA DE ZARAGOZA,035,TORREON,0001,TORREON,HOSPITAL INFANTIL UNIVERSITARIO,25.544495,-103.429765,
CLHUN000032,HUN,SERVICIOS MEDICOS UNIVERSITARIOS,05,COAHUILA DE ZARAGOZA,035,TORREON,0001,TORREON,HOSPITAL UNIVERSITARIO DE TORREÓN,25.538398,-103.43801,
CLIST000106,IST,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES PARA LOS TRABAJADORES DEL ESTADO,05,COAHUILA DE ZARAGOZA,030,SALTILLO,0001,SALTILLO,CMF SALTILLO,25.4301686,-101.0116944,
CLSMP000053,SMP,SERVICIOS MEDICOS PRIVADOS,05,COAHUILA DE ZARAGOZA,030,SALTILLO,0001,SALTILLO,CLÍNICA QUIRURGICA LA CONCEPCION,25.461606,-101.981311,
CLSMP000070,SMP,SERVICIOS MEDICOS PRIVADOS,05,COAHUILA DE ZARAGOZA,035,TORREON,0001,TORREON,BENEFICIENCIA ESPAÑOLA DE LA LAGUNA,25.540679,-103.440255,
CLHUN000015,HUN,SERVICIOS MEDICOS UNIVERSITARIOS,05,COAHUILA DE ZARAGOZA,030,SALTILLO,0001,SALTILLO,HOSPITAL UNIVERSITARIO DE SALTILLO,25.427755,-101.014095,CLSMP997454
CLSSA000914,SSA,SECRETARIA DE SALUD,05,COAHUILA DE ZARAGOZA,025,PIEDRAS NEGRAS,0001,PIEDRAS NEGRAS,CENTRO DE SALUD URBANO DE 03 NÚCLEOS MUNDO NUEVO DE PIEDRAS NEGRAS,28.7099,-100.518,
CLSSA001136,SSA,SECRETARIA DE SALUD,05,COAHUILA DE ZARAGOZA,030,SALTILLO,0001,SALTILLO,HOSPITAL DEL NIÑO DR. FEDERICO GÓMEZ SANTOS,25.4609,-100.9793,
CLSSA001614,SSA,SECRETARIA DE SALUD,05,COAHUILA DE ZARAGOZA,035,TORREON,0001,TORREON,HOSPITAL GENERAL TORREÓN ( BAJA ) ,25.551891,-103.439128,
CLSSA002466,SSA,SECRETARIA DE SALUD,05,COAHUILA DE ZARAGOZA,020,MUZQUIZ,0093,PALAU,HOSPITAL GENERAL MUZQUIZ,27.8853,-101.4344,
CLSSA002710,SSA,SECRETARIA DE SALUD,05,COAHUILA DE ZARAGOZA,018,MONCLOVA,0001,MONCLOVA,HOSPITAL GENERAL MONCLOVA AMPARO PAPE DE BENAVIDES,26.8957,-101.4426,
CLSSA002734,SSA,SECRETARIA DE SALUD,05,COAHUILA DE ZARAGOZA,030,SALTILLO,0001,SALTILLO,HOSPITAL GENERAL DE SALTILLO,25.4117,-100.9588,
CLSSA002862,SSA,SECRETARIA DE SALUD,05,COAHUILA DE ZARAGOZA,035,TORREON,0001,TORREON,HOSPITAL GENERAL TORREÓN,25.532979,-103.324888,
CMSMA000012,SMA,SECRETARIA DE MARINA,06,COLIMA,007,MANZANILLO,0001,MANZANILLO,HOSPITAL NAVAL DE MANZANILLO,19.06712,-104.298616,
CMSSA000113,SSA,SECRETARIA DE SALUD,06,COLIMA,002,COLIMA,0001,COLIMA,CENTRO ESTATAL DE CANCEROLOGÍA,19.2485,-103.7171,
CMSSA000125,SSA,SECRETARIA DE SALUD,06,COLIMA,002,COLIMA,0001,COLIMA,HOSPITAL REGIONAL UNIVERSITARIO,19.2581366,-103.6898378,
CMSSA001023,SSA,SECRETARIA DE SALUD,06,COLIMA,009,TECOMAN,0001,TECOMAN,HOSPITAL GENERAL TECOMÁN DR. JOSÉ F. RIVAS GUZMÁN,18.906326,-103.884075,
CMSSA001356,SSA,SECRETARIA DE SALUD,06,COLIMA,007,MANZANILLO,0001,MANZANILLO,HOSPITAL GENERAL DE MANZANILLO,19.116565,-104.327259,
CMSSA010975,SSA,SECRETARIA DE SALUD,06,COLIMA,002,COLIMA,0001,COLIMA,INSTITUTO ESTATAL DE CANCEROLOGÍA LIC. CARLOS DE LA MADRID VIRGEN,19.2206624,-103.7267644,
CMSSA011021,SSA,SECRETARIA DE SALUD,06,COLIMA,002,COLIMA,0001,COLIMA,CENTRO ESTATAL DE HEMODIALISIS,19.221191,-103.727413,
CSIMS000362,IMS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,07,CHIAPAS,089,TAPACHULA,0001,TAPACHULA DE CORDOVA Y ORDOÑEZ,HOSPITAL GENERAL DE ZONA 1 TAPACHULA,14.911,-92.2753,
CSSSA001013,SSA,SECRETARIA DE SALUD,07,CHIAPAS,018,COAPILLA,0016,JOSE MARIA MORELOS Y PAVON,JOSÉ MARÍA MORELOS Y PAVÓN,17.073664,-93.132551,
CSSSA001030,SSA,SECRETARIA DE SALUD,07,CHIAPAS,019,COMITAN DE DOMINGUEZ,0001,COMITAN DE DOMINGUEZ,HOSPITAL GENERAL MARÍA IGNACIA GANDULFO COMITAN,16.246124,-92.129627,
CSSSA005773,SSA,SECRETARIA DE SALUD,07,CHIAPAS,078,SAN CRISTOBAL DE LAS CASAS,0001,SAN CRISTOBAL DE LAS CASAS,HOSPITAL DE LA MUJER SAN CRISTÓBAL DE LAS CASAS,16.733136,-92.636849,
CSSSA006403,SSA,SECRETARIA DE SALUD,07,CHIAPAS,089,TAPACHULA,0001,TAPACHULA DE CORDOVA Y ORDOÑEZ,JURISDICCION SANITARIA VII,14.886956,-92.290536,
CSSSA007540,SSA,SECRETARIA DE SALUD,07,CHIAPAS,101,TUXTLA GUTIERREZ,0001,TUXTLA GUTIERREZ,HOSPITAL REGIONAL DR. RAFAEL PASCASIO GAMBOA TUXTLA,16.745825,-93.116884,
CSSSA008882,SSA,SECRETARIA DE SALUD,07,CHIAPAS,089,TAPACHULA,0001,TAPACHULA DE CORDOVA Y ORDOÑEZ,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD CIUDAD SALUD,15.351201,-92.548768,
CSSSA008894,SSA,SECRETARIA DE SALUD,07,CHIAPAS,101,TUXTLA GUTIERREZ,0001,TUXTLA GUTIERREZ,HOSPITAL DE ESPECIALIDADES PEDIÁTRICAS,16.750663,-93.078047,
CSSSA018764,SSA,SECRETARIA DE SALUD,07,CHIAPAS,078,SAN CRISTOBAL DE LAS CASAS,0001,SAN CRISTOBAL DE LAS CASAS,HOSPITAL DE LAS CULTURAS SAN CRISTOBAL DE LAS CASAS,16.723703,-92.652269,
CSSSA018776,SSA,SECRETARIA DE SALUD,07,CHIAPAS,019,COMITAN DE DOMINGUEZ,0001,COMITAN DE DOMINGUEZ,HOSPITAL DE LA MUJER COMITÁN,16.207545,-92.106986,
CSSSA018875,SSA,SECRETARIA DE SALUD,07,CHIAPAS,108,VILLAFLORES,0001,VILLAFLORES,HOSPITAL GENERAL BICENTENARIO VILLAFLORES,16.258402,-93.265141,
CSSSA019954,SSA,SECRETARIA DE SALUD,07,CHIAPAS,101,TUXTLA GUTIERREZ,0001,TUXTLA GUTIERREZ,HOSPITAL CHIAPAS NOS UNE DR. JESUS GILBERTO GOMEZ MAZA,16.7484597,-93.0727995,
DFSMP000015,SMP,SERVICIOS MEDICOS PRIVADOS,09,CIUDAD DE MEXICO,010,ALVARO OBREGON,0001,ALVARO OBREGON,"THE AMERICAN BRITISH COWDRAY MEDICAL CENTER, I.A.P. (HOSPITAL ABC)",19.400054,-99.204129,
DFSMP000020,SMP,SERVICIOS MEDICOS PRIVADOS,09,CIUDAD DE MEXICO,004,CUAJIMALPA DE MORELOS,0001,CUAJIMALPA DE MORELOS,"THE AMERICAN BRITISH COWDRAY MEDICAL CENTER, I.A.P. (CENTRO MÉDICO ABC SANTA FE)",19.3573077,-99.281896,
DFSMP000090,SMP,SERVICIOS MEDICOS PRIVADOS,09,CIUDAD DE MEXICO,015,CUAUHTEMOC,0001,CUAUHTEMOC, INTER HOSP. S.A. DE C.V.,19.4056182,-99.1676582,
DFSMP000662,SMP,SERVICIOS MEDICOS PRIVADOS,09,CIUDAD DE MEXICO,015,CUAUHTEMOC,0001,CUAUHTEMOC,HOSPITAL SAN ANGEL INN CHAPULTEPEC,19.4218349,-99.1729932,
DFSSA000840,SSA,SECRETARIA DE SALUD,09,CIUDAD DE MEXICO,005,GUSTAVO A. MADERO,0001,GUSTAVO A. MADERO,HOSPITAL PEDIÁTRICO VILLA,19.4870817,-99.114262,
DFSSA000864,SSA,SECRETARIA DE SALUD,09,CIUDAD DE MEXICO,005,GUSTAVO A. MADERO,0001,GUSTAVO A. MADERO,HOSPITAL GENERAL DE TICOMÁN,19.5145133,-99.1378196,
DFSSA000881,SSA,SECRETARIA DE SALUD,09,CIUDAD DE MEXICO,005,GUSTAVO A. MADERO,0001,GUSTAVO A. MADERO,HOSPITAL GENERAL VILLA,19.4806216,-99.1031447,
DFSSA001511,SSA,SECRETARIA DE SALUD,09,CIUDAD DE MEXICO,007,IZTAPALAPA,0001,IZTAPALAPA,HOSPITAL PEDIÁTRICO IZTAPALAPA,19.3565418,-99.1075918,
DFSSA001540,SSA,SECRETARIA DE SALUD,09,CIUDAD DE MEXICO,007,IZTAPALAPA,0001,IZTAPALAPA,HOSPITAL GENERAL IZTAPALAPA,19.3443153,-99.0274286,
DFSSA002066,SSA,SECRETARIA DE SALUD,09,CIUDAD DE MEXICO,009,MILPA ALTA,0001,VILLA MILPA ALTA,HOSPITAL GENERAL MILPA ALTA,19.2009898,-99.0111074,
DFSSA002993,SSA,SECRETARIA DE SALUD,09,CIUDAD DE MEXICO,013,XOCHIMILCO,0001,XOCHIMILCO,HOSPITAL MATERNO PEDIÁTRICO XOCHIMILCO,19.2549659,-99.1045,
DFSSA003162,SSA,SECRETARIA DE SALUD,09,CIUDAD DE MEXICO,014,BENITO JUAREZ,0001,BENITO JUAREZ,HOSPITAL GENERAL XOCO,19.3598136,-99.1632394,
DFSSA003536,SSA,SECRETARIA DE SALUD,09,CIUDAD DE MEXICO,016,MIGUEL HIDALGO,0001,MIGUEL HIDALGO,HOSPITAL PEDIÁTRICO TACUBAYA,19.4025483,-99.1908109,
DFSSA003541,SSA,SECRETARIA DE SALUD,09,CIUDAD DE MEXICO,016,MIGUEL HIDALGO,0001,MIGUEL HIDALGO,HOSPITAL PEDIÁTRICO LEGARIA,19.4507251,-99.2028541,
DFSSA003553,SSA,SECRETARIA DE SALUD,09,CIUDAD DE MEXICO,016,MIGUEL HIDALGO,0001,MIGUEL HIDALGO,HOSPITAL GENERAL DR. RUBÉN LEÑERO,19.45112,-99.169315,
DFSSA003705,SSA,SECRETARIA DE SALUD,09,CIUDAD DE MEXICO,017,VENUSTIANO CARRANZA,0001,VENUSTIANO CARRANZA,HOSPITAL MATERNO INFANTIL INGUARÁN,19.4806538,-99.1241371,
DFSSA003710,SSA,SECRETARIA DE SALUD,09,CIUDAD DE MEXICO,017,VENUSTIANO CARRANZA,0001,VENUSTIANO CARRANZA,HOSPITAL PEDIÁTRICO MOCTEZUMA,19.4329363,-99.0983267,
DFSSA003722,SSA,SECRETARIA DE SALUD,09,CIUDAD DE MEXICO,017,VENUSTIANO CARRANZA,0001,VENUSTIANO CARRANZA,HOSPITAL GENERAL BALBUENA,19.4242218,-99.1170464,
DFSSA003944,SSA,SECRETARIA DE SALUD,09,CIUDAD DE MEXICO,005,GUSTAVO A. MADERO,0001,GUSTAVO A. MADERO,HOSPITAL JUÁREZ DE MÉXICO,19.4821088,-99.1353896,
DFSSA003956,SSA,SECRETARIA DE SALUD,09,CIUDAD DE MEXICO,012,TLALPAN,0001,TLALPAN,INSTITUTO NACIONAL DE REHABILITACIÓN LUIS GUILLERMO IBARRA IBARRA,19.2893218,-99.1490901,
DFSSA003961,SSA,SECRETARIA DE SALUD,09,CIUDAD DE MEXICO,012,TLALPAN,0001,TLALPAN,HOSPITAL GENERAL DR. MANUEL GEA GONZÁLEZ,19.2908463,-99.1611811,
DFSSA003973,SSA,SECRETARIA DE SALUD,09,CIUDAD DE MEXICO,015,CUAUHTEMOC,0001,CUAUHTEMOC,HOSPITAL GENERAL DE MÉXICO “DR. EDUARDO LICEAGA”,19.414719,-99.1151055,
DFSSA003990,SSA,SECRETARIA DE SALUD,09,CIUDAD DE MEXICO,015,CUAUHTEMOC,0001,CUAUHTEMOC,HOSPITAL NACIONAL HOMEOPÁTICO,19.4224891,-99.1357615,
DFSSA004002,SSA,SECRETARIA DE SALUD,09,CIUDAD DE MEXICO,016,MIGUEL HIDALGO,0001,MIGUEL HIDALGO,HOSPITAL DE LA MUJER,19.4511198,-99.1697823,
DFSSA004031,SSA,SECRETARIA DE SALUD,09,CIUDAD DE MEXICO,012,TLALPAN,0001,TLALPAN,INSTITUTO NACIONAL DE CARDIOLOGÍA IGNACIO CHÁVEZ,19.291019,-99.153707,
DFSSA004265,SSA,SECRETARIA DE SALUD,09,CIUDAD DE MEXICO,007,IZTAPALAPA,0001,IZTAPALAPA,HOSPITAL DE ESPECIALIDADES DE LA CIUDAD DE MEXICO DR. BELISARIO DOMÍNGUEZ,19.3066411,-99.0660984,
DFSSA005011,SSA,SECRETARIA DE SALUD,09,CIUDAD DE MEXICO,012,TLALPAN,0027,SAN MIGUEL TOPILEJO,HOSPITAL GENERAL TOPILEJO,19.1990194,-99.1415403,
DFSSA017886,SSA,SECRETARIA DE SALUD,09,CIUDAD DE MEXICO,010,ALVARO OBREGON,0001,ALVARO OBREGON,HOSPITAL GENERAL DR. ENRIQUE CABRERA,19.3618836,-99.2240659,
DFSSA018154,SSA,SECRETARIA DE SALUD,09,CIUDAD DE MEXICO,011,TLAHUAC,0001,TLAHUAC,HOSPITAL GENERAL TLÁHUAC,19.287391,-99.052743,
DFSSA018166,SSA,SECRETARIA DE SALUD,09,CIUDAD DE MEXICO,012,TLALPAN,0001,TLALPAN,HOSPITAL GENERAL AJUSCO MEDIO,19.2718124,-99.2074896,
DGSSA000186,SSA,SECRETARIA DE SALUD,10,DURANGO,005,DURANGO,0001,VICTORIA DE DURANGO,CENTRO ESTATAL DE CANCEROLOGÍA,24.031029,-104.641413,
DGSSA000191,SSA,SECRETARIA DE SALUD,10,DURANGO,005,DURANGO,0001,VICTORIA DE DURANGO,HOSPITAL GENERAL DE DURANGO,24.03097,-104.672935,
DGSSA000676,SSA,SECRETARIA DE SALUD,10,DURANGO,007,GOMEZ PALACIO,0001,GOMEZ PALACIO,HOSPITAL GENERAL DE GÓMEZ PALACIO,24.5062,-104.088,
DGSSA002414,SSA,SECRETARIA DE SALUD,10,DURANGO,007,GOMEZ PALACIO,0642,BUGAMBILIA (MARIA CRISTINA) [GRANJA],HOSPITAL NUEVO GOMEZ PALACIO,24.1028,-105.931,
DGSSA017761,SSA,SECRETARIA DE SALUD,10,DURANGO,012,LERDO,0001,LERDO,HOSPITAL GENERAL LERDO,25.5316521,-103.5327646,
DGSSA017872,SSA,SECRETARIA DE SALUD,10,DURANGO,005,DURANGO,0001,VICTORIA DE DURANGO,HOSPITAL GENERAL 450,24.0554637,-104.6411711,
GRIST000025,IST,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES PARA LOS TRABAJADORES DEL ESTADO,12,GUERRERO,001,ACAPULCO DE JUAREZ,0001,ACAPULCO DE JUAREZ,HG ACAPULCO,16.8729366,-99.8873537,
GRSSA000034,SSA,SECRETARIA DE SALUD,12,GUERRERO,001,ACAPULCO DE JUAREZ,0001,ACAPULCO DE JUAREZ,HOSP. GRAL. RENACIMIENTO,16.89961,-99.827546,
GRSSA003686,SSA,SECRETARIA DE SALUD,12,GUERRERO,029,CHILPANCINGO DE LOS BRAVO,0001,CHILPANCINGO DE LOS BRAVO,HOSPITAL GRAL. DR. RAYMUNDO A. ALARCON,17.605738,-99.52115,
GRSSA004753,SSA,SECRETARIA DE SALUD,12,GUERRERO,038,ZIHUATANEJO DE AZUETA,0001,ZIHUATANEJO,DR. BERNARDO SEPULVEDA GUTIÉRREZ,17.648613,-101.549035,
GRSSA009916,SSA,SECRETARIA DE SALUD,12,GUERRERO,066,TLAPA DE COMONFORT,0001,TLAPA DE COMONFORT,HOSPITAL DE LA MADRE Y EL NIÑO INDIGENA GUERRERENSE,17.543476,-98.58937,
GRSSA009921,SSA,SECRETARIA DE SALUD,12,GUERRERO,029,CHILPANCINGO DE LOS BRAVO,0001,CHILPANCINGO DE LOS BRAVO,HOSPITAL DE LA MADRE Y EL NIÑO GUERRERENSE,17.525232,-99.49196,
GRSSA009945,SSA,SECRETARIA DE SALUD,12,GUERRERO,001,ACAPULCO DE JUAREZ,0129,LOS ORGANOS DE SAN AGUSTIN (EL QUEMADO),HOSPITAL GENERAL DE ACAPULCO,16.930872,-99.82064,
GRSSA009950,SSA,SECRETARIA DE SALUD,12,GUERRERO,075,EDUARDO NERI,0001,ZUMPANGO DEL RIO,HOSPITAL GENERAL DR. RAYMUNDO ABARCA ALARCÓN,17.605384,-99.520921,
GRSSA010061,SSA,SECRETARIA DE SALUD,12,GUERRERO,022,COYUCA DE CATALAN,0001,COYUCA DE CATALAN,HOSPITAL GENERAL REGIONAL DR. GUILLERMO SOBERÓN ACEVEDO,18.334646,-100.712317,
GRSSA011782,SSA,SECRETARIA DE SALUD,12,GUERRERO,001,ACAPULCO DE JUAREZ,0001,ACAPULCO DE JUAREZ,INSTITUTO ESTATAL DE CANCEROLOGÍA,16.873562,-99.886388,
GRSSA012535,SSA,SECRETARIA DE SALUD,12,GUERRERO,055,TAXCO DE ALARCON,0001,TAXCO DE ALARCON,HG ADOLFO PRIETO,18.566141,-99.6050986,
GRIMB008890,IMB,SERVICIOS DE SALUD IMSS BIENESTAR ,12,GUERRERO,066,TLAPA DE COMONFORT,0001,TLAPA DE COMONFORT,HOSPITAL DE LA MADRE Y EL NIÑO INDIGENA GUERRERENSE,17.543476,-98.58937,GRSSA997449
GTSMP000021,SMP,SERVICIOS MEDICOS PRIVADOS,11,GUANAJUATO,020,LEON,0001,LEON DE LOS ALDAMA,HOSPITAL MEDICA CAMPESTRE,21.150194,-101.687806,
GTSMP002285,SMP,SERVICIOS MEDICOS PRIVADOS,11,GUANAJUATO,020,LEON,0001,LEON DE LOS ALDAMA,HOSPITAL ANGELES LEON,21.1577813,-101.7010591,
GTSMP003002,SMP,SERVICIOS MEDICOS PRIVADOS,11,GUANAJUATO,020,LEON,0001,LEON DE LOS ALDAMA,HOSPITAL MÉDICAS BRISAS,21.1087898,-101.5912801,
GTSSA000310,SSA,SECRETARIA DE SALUD,11,GUANAJUATO,003,SAN MIGUEL DE ALLENDE,0001,SAN MIGUEL DE ALLENDE,HOSPITAL GENERAL SAN MIGUEL DE ALLENDE ¨DR. FELIPE G. DOBARGANES¨,20.908667,-100.7194633,
GTSSA000766,SSA,SECRETARIA DE SALUD,11,GUANAJUATO,007,CELAYA,0001,CELAYA,HOSPITAL GENERAL CELAYA,20.5254826,-100.8465147,
GTSSA001290,SSA,SECRETARIA DE SALUD,11,GUANAJUATO,014,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,0001,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,HOSPITAL GENERAL DOLORES HIDALGO ¨CUNA DE LA INDEPENDENCIA NACIONAL¨,21.134072,-100.933072,
GTSSA001454,SSA,SECRETARIA DE SALUD,11,GUANAJUATO,015,GUANAJUATO,0001,GUANAJUATO,HOSPITAL GENERAL GUANAJUATO ´´DR. VALENTIN GRACIA´´,20.9808248,-101.2891727,
GTSSA001652,SSA,SECRETARIA DE SALUD,11,GUANAJUATO,017,IRAPUATO,0001,IRAPUATO,HOSPITAL GENERAL IRAPUATO,20.6867669,-101.356959,
GTSSA002096,SSA,SECRETARIA DE SALUD,11,GUANAJUATO,020,LEON,0001,LEON DE LOS ALDAMA,HOSPITAL DE ESPECIALIDAD MATERNO INFANTIL DE LEON,21.122632,-101.71659,
GTSSA002101,SSA,SECRETARIA DE SALUD,11,GUANAJUATO,020,LEON,0001,LEON DE LOS ALDAMA,HOSPITAL ESTATAL DE ATENCION AL COVID-19,21.1326569,-101.6801866,
GTSSA002760,SSA,SECRETARIA DE SALUD,11,GUANAJUATO,023,PENJAMO,0001,PENJAMO,HOSPITAL GENERAL PENJAMO,20.43369,-101.70734,
GTSSA003233,SSA,SECRETARIA DE SALUD,11,GUANAJUATO,027,SALAMANCA,0001,SALAMANCA,HOSPITAL GENERAL SALAMANCA,20.5910019,-101.2189954,
GTSSA003361,SSA,SECRETARIA DE SALUD,11,GUANAJUATO,028,SALVATIERRA,0001,SALVATIERRA,HOSPITAL GENERAL SALVATIERRA,,,
GTSSA004003,SSA,SECRETARIA DE SALUD,11,GUANAJUATO,033,SAN LUIS DE LA PAZ,0001,SAN LUIS DE LA PAZ,HOSPITAL GENERAL SAN LUIS DE LA PAZ,21.279336,-100.495877,
GTSSA004650,SSA,SECRETARIA DE SALUD,11,GUANAJUATO,041,URIANGATO,0001,URIANGATO,HOSPITAL GENERAL URIANGATO,20.151585,-101.1711937,
